CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11580,5726.6068091031175,0.3354557182417795,810.0544967928994,577.2615973781076,76.9447840560223,1262.9030350545565,0.4808041802171613,0.33617359621717535,0.16051992667871925,0.11299426350853274,5,19,14497.851165432967,2034.3770733099268,731.2715396038202,0.10142742905143876,12
C10340,1160.9879431914546,0.6641669370840437,1778.7880988924933,1015.1412341767211,1281.8866930981817,108.70944010861066,0.9222048501324562,0.5307151149065307,0.9475812157411435,0.06807631846356314,0,28,,2934.2406860064416,112.10927685513224,0.18225178849047663,12
C10560,3530.868557057816,0.6665086467927409,516.7598952574967,799.5936130306015,245.72086753242257,1424.0086719392427,0.8223918409865472,0.49013330438399416,0.4477315860814896,0.36985037842295737,4,10,10683.840724483347,1176.1719321909845,34.938345184200955,0.10551770963817905,8
C12847,382.22663465226077,0.3708129567963855,136.93987305976228,127.47337776409138,126.94334120846145,225.46034466369434,0.5397934927176095,0.44878533997363984,0.17090756341586436,0.05012759451323272,1,5,4118.999398527425,361.0806974320874,60.02658948603939,0.5568996220560523,11
C11781,218.73650726563324,0.46487355345378417,194.59094018590605,199.3664459561411,104.3229545021221,229.36064412163262,0.2540838625927991,0.2508353274808725,0.4202203595515059,0.021285447550266585,1,1,1455.3046144072814,450.0828806878752,51.81091259482417,0.2050385812858947,8
C10213,690.8003526986405,0.44188113525364003,305.4418938957503,135.2449787744249,142.5122759684443,531.7218219340564,0.17060219710552416,0.05848180522586702,0.012977557555071965,0.05159475440283537,1,2,6891.106385110297,303.43463937346985,49.703046010460525,0.2901889039206713,6
C10583,880.6980486959741,0.6448741812665979,61.13769401637364,1846.2049856711667,2068.4067281346397,131.62554561838584,0.809987913337754,0.5149790056734773,0.6075687144805368,0.10470981457416205,1,30,2925.0761170988035,2325.6874281105847,123.15820372103656,0.16128740382596418,12
C10096,207.2970103735763,0.3392343988728425,84.69467594296663,294.9642322354595,11.505433205471078,33.21491206347619,0.15380382843659623,0.18432854456254483,0.2368601121374995,0.13025355893861815,0,4,7677.283718563949,326.3866204852926,28.004485672505172,0.24941026503397776,8
C10535,2061.616182338339,0.9583190832812842,5426.448605257057,1712.805354217424,3597.175838000927,413.6653734165528,0.8887955824278766,0.47872812921840213,0.8769187247410958,0.1905919018498941,1,75,11242.698154044125,3839.4337373040116,389.59552714815345,0.10453895975460577,8
C12946,270.46172203686655,0.2466828379443738,293.92164247096025,167.6602192416851,57.34395154620906,88.26087178997723,0.15085100393242107,0.3775011272593086,0.5059622703160879,0.21086747134065775,0,2,3138.9079149199683,346.1932300074379,30.938793229728237,0.16589393621702622,12
C12067,6856.0643594208095,0.4322100797334305,1323.7817198988942,549.1332670466832,281.1887694542129,4098.523042842275,0.3850809346977711,0.42758421294647964,0.20395463604131864,0.272074100145402,1,7,8357.03415867886,1164.2745446541571,525.8264930603897,0.25955026710681933,9
C10268,993.6785416186843,0.7220529278978791,236.3353450880022,2098.726784805898,1263.830955568545,87.67856081661418,0.6606279410915066,0.4320692499225673,0.6924031173212672,0.09888639715541092,1,28,4287.833380083778,1529.0193419696323,50.65915147118666,0.2203049324180198,11
C10646,493.0261437324642,0.9049929796957501,3287.3561930594415,1772.0631533553294,535.3431414318192,59.924932886507484,0.4491787412278001,0.7575608862604735,0.8305086558559281,0.13709812266474544,0,33,5848.766115424079,2709.6352409060137,105.65574314991555,0.23962649277330242,7
C10127,1229.4727079339173,0.8935921018053881,6781.927673457629,3330.966365915547,1950.3010321821805,319.31532558669034,0.29154222229798343,0.9333097960210315,0.882858986515359,0.2231198786509015,1,67,6823.867086908129,4063.7393098481743,101.31222089839738,0.14730052359336576,12
C12289,380.4979610616717,0.12032152322655265,249.33764509470976,126.59000572520833,25.83655047757776,45.058335899442426,0.21000657885971263,0.3027810126026585,0.05740202223872208,0.035461591483117165,0,4,2981.7932100621374,310.95922578427644,53.03909618394792,0.13493995214250729,11
C10734,159.48327915243192,0.40773107194250996,411.44931164087274,342.3329010905097,132.8060228184323,92.30879900615781,0.2766527386773322,0.15389091105522834,0.14881102714051817,0.1054665801674854,0,3,1259.409184772961,326.9830529800851,71.43580160025019,0.04917656784497779,9
C10673,3239.925123228128,0.5989673316896742,59.54143049007587,187.6528902914909,180.39396909587182,1869.7462175352755,0.516627063390044,0.4799622131767888,0.8526635806389498,0.4686290061847296,2,15,11875.000828339294,1421.4158012819441,316.209963136981,0.1235773363161217,7
C10869,489.703692510599,0.9133006112698074,3234.6017227044144,784.095103261188,1858.1353157403144,95.40374307842272,0.447014698026385,0.4554279078936902,0.7224755521802505,0.05814001932765203,0,36,1585.3111137160495,1602.1428065336404,123.18896649277679,0.19749553331399655,10
C10614,2212.1513637874796,0.973698636810366,4213.514860485259,946.1384736398422,2501.9638397880644,677.2263883185769,0.6379141417096218,0.7227647327891727,0.3413508614326005,0.03681273672996519,1,71,7251.258872654618,2538.8079026185546,135.72519590571093,0.29800476393073844,6
C10827,687.6939759996195,0.7128265740158973,2121.5428404521326,1453.9052810371386,1120.4857550735226,101.37065427240928,0.8792968381037527,0.36642207587290965,0.7825389008583759,0.14843712770475306,0,28,7454.438564304472,1619.9565269404893,97.49052567324351,0.5104942038516975,9
C11314,611.5620612703724,0.205902794079183,500.73744461431136,314.18032978742485,99.87366695761064,485.8840830513823,0.05661961825999215,0.2553843707283595,0.5089848989681722,0.3685857995873069,1,5,3987.2673181778805,205.61823577405536,120.54621755750648,0.39055748898920317,11
C11288,601.5982653825088,0.11108149664132239,145.7898281303834,65.47474691347236,132.53024768157047,188.96612507923612,0.3325216655800976,0.08497386758383176,0.1180906912044131,0.012865848938853017,0,1,2960.1049686735532,289.57886136210163,15.09325696460872,0.1253532839294321,11
C11771,508.7204892744908,0.33298962194120757,357.54825358001835,177.50553793309186,174.37246941592622,313.61005269630505,0.2786434273917523,0.40538367151399607,0.2989583202963745,0.2897631073469766,1,3,3020.566303946293,328.2942228042598,96.72004938435083,0.4547894313442374,12
C10020,1063.2611916215562,0.9092757118133777,2628.3739987741883,3091.96793646766,637.8251817844715,128.41993179463856,0.5359640750249863,0.44416647878228693,0.8734520559968462,0.12818394586337836,0,28,5136.150592030779,1347.7766144817863,56.75690147686761,0.5902145965035467,6
C10267,3849.714967361764,0.9968015119217619,6693.376863549423,6471.969761472019,2641.1235444942076,1088.724993795268,0.9802876482264821,0.5727613431125915,0.9058722085130231,0.4521934761381442,2,67,6166.219802069207,3328.287788953094,177.78913333842473,0.03758207064111712,10
C10927,1375.229482108501,0.7472682518443475,3335.33886832988,1389.2005261301597,903.3337516535441,79.08496848279789,0.7337642934794796,0.28154018915694307,0.35739166674726813,0.019013267841979885,0,43,2003.029232376106,1058.3890460521138,122.31067797162339,0.21743338222313222,10
C11289,4551.164277068052,0.4182811294708431,352.130184160659,841.0219560824656,341.20776817724453,1649.206277768326,0.3125512513279403,0.38450139628690916,0.42378833677603606,0.2946526435747584,3,12,11034.14559563011,1077.1997684162898,314.61600008219546,0.33764095910818276,9
C10679,666.0690358389884,0.8561319723326591,2820.262351097392,2120.5951567560287,495.5844034192055,79.67453564967931,0.7369396286835148,0.45722814891097463,0.5830310758857054,0.0008902353305021663,1,33,5107.35209071038,2992.750192359792,87.15852097988304,0.1230430210722542,10
C10463,648.1852881589277,0.8343337057346667,3315.1341516682146,1475.919028884154,220.58576230144172,84.6724711091523,0.7484339106953632,0.684786734627872,0.8802848278401678,0.008196439966558524,0,42,7612.770727918717,3337.547219133632,7.11735145843177,0.7730468567855006,8
C12215,7695.703723645379,0.6689366450606336,786.9626019633225,347.32847083651995,192.49792742290657,1866.6156566056502,0.7520050167873087,0.10053378324771502,0.6732260015429433,0.30526294428853873,6,14,11655.296562955507,1595.996584698275,509.3802910316741,0.43321770794392556,6
C10758,954.5618547892025,0.9690242703709311,2057.7898237272434,1643.0205822130808,2140.8715858747983,87.8500349383994,0.7792011674061406,0.49630057671966477,0.8064763181590487,0.0489112306396378,0,43,2715.4862561519926,3744.784427606388,139.1531284308561,0.28890212304968543,9
C11845,531.9712783994801,0.23049492828615373,435.47513879921644,204.9033933436107,115.17023352986276,99.50133116696637,0.26121600830206937,0.1441416142784732,0.029441712240747774,0.05425175064943283,0,5,1898.3899934686035,199.84431648164795,45.69982768176145,0.4563575662880547,7
C11277,1192.4004932902203,0.6848318884534719,4858.347705048841,6396.698067220683,2584.0437121881428,618.9627997500569,0.9174771200252914,0.5671516494984621,0.8579186966488475,0.0444345136942622,3,70,4601.418683346136,2387.686120753702,532.3863984625159,0.07011460745965711,11
C10605,560.374286100001,0.6220546743303043,3665.6067836759535,2375.6774426404454,833.192410368336,114.23485854061953,0.8703128189514311,0.7626558354267275,0.26308035941332913,0.07952087963323394,0,40,4866.423264771614,2650.3620253696204,108.55367043021232,0.22425579968733525,12
C10457,1328.9132839368538,0.7712279215137936,4392.169092926551,472.7581691212872,1728.088748286641,30.501899318855365,0.9626598173744219,0.7199620901194725,0.3704326616636937,0.10398816174129309,0,34,2281.35652571939,3234.7836465543155,20.042195523634163,0.2608233771619544,11
C11912,2031.8387959569427,0.2208265118900223,681.8769784989065,73.25780287772659,213.42913222752944,1702.1031664320403,0.8304614656161687,0.24286192221573116,0.6138984636642713,0.291242454169346,5,13,13080.653232307128,1353.736110157768,264.92562135334333,0.16556627611842273,9
C11161,384.7017288515523,0.7462066109557088,875.2367167952652,2833.5724220258753,1068.0056811845361,99.15735827730846,0.8602323990161727,0.4340980759268223,0.8671858324747592,0.003931815646653364,0,30,1236.4537508756744,2060.311886879327,113.80174987756901,0.04914394227996251,7
C10223,637.2520380749027,0.2882470398588525,207.40731461171717,72.0964684742377,80.21419445624285,259.59228916111283,0.26448420070487433,0.24593442269090102,0.5468852617627358,0.0747240790511125,2,5,5427.755859851506,289.7092261960614,8.015321170510639,0.027467077419666235,12
C10701,395.4553958961921,0.13040061582331042,454.6564108173992,132.06431129148285,101.7529208935557,45.77762841731004,0.2795568291707627,0.358218267218613,0.4517312808410173,0.0060997768842847196,0,0,6384.513304040349,188.50988648377447,73.77050341017497,0.15105952320358598,12
C10807,1600.0854371322914,0.9200226564241591,1867.6790019498574,900.2366575024653,702.868459481592,89.21989752211152,0.9222117659105405,0.7873659070642987,0.8903959651978788,0.0011149507442211337,0,36,3956.8124742853825,109.0521672604425,72.93029969484644,0.514036329609587,10
C11214,767.7116049861309,0.787397559429448,2359.3650562380703,1174.3238276715074,1374.9685498919412,60.044263261005234,0.7856565363821492,0.4453809968500629,0.809684409880471,0.13875697367620818,0,40,5247.894800465106,2698.243851702917,4.545817664396424,0.35976716418657684,10
C11571,917.5067773722432,0.8285085584236204,3126.2041425310654,639.6325694716782,887.9738728697957,117.70475634036694,0.885184222179617,0.3393092390044396,0.5027672513947057,0.24973489666787527,0,31,5461.978584890745,952.0164369170989,71.70691095282913,0.24986981335262626,8
C11249,1337.6583744234945,0.7565982407402819,1389.5511954462343,739.8894847751201,1064.1740391460223,103.47842401053569,0.5824810528670733,0.6467008093319746,0.7306607498349263,0.017352989888094108,0,30,5730.97408980573,1627.4255427321032,105.26028867173113,0.06793749734205422,9
C12841,559.124897749419,0.42423175930367335,319.487835661692,162.51631203341344,40.66271927858176,86.51142555533379,0.48405352001165297,0.20207176333831317,0.2098307034716636,0.3253196437353526,0,4,4471.81055914645,563.267226430211,69.90749766508382,0.26111061684826187,9
C11143,469.9888825934947,0.1375128006965641,356.9750182555628,410.64443275278563,57.35358388520804,106.35217059147823,0.6282128760457664,0.48993945584072696,0.09381328237629454,0.33467909186755457,1,6,3198.810515943791,341.27575362971527,45.626647878022865,0.10372473614664313,10
C12157,3020.5356070424104,0.29569173741323956,702.27840173214,920.4449683715262,144.28500760163442,2412.769627958258,0.35699628835125735,0.39909447690577143,0.36643288515151345,0.3128321254053389,4,14,13773.43391289989,1492.156639573705,284.43644839230546,0.2630660435041739,8
C11029,2766.5318916519846,0.4773173719808763,839.0624030107683,599.0404617745767,340.4821026801241,1251.5748666414424,0.30339957054838196,0.2660808902085587,0.3823839291587935,0.3192142970329927,6,14,15128.846702144487,1345.5935754807963,516.935642363463,0.2891128466902145,7
C11001,1137.4119438130592,0.8088397844463096,2854.0892119282807,2014.548774227922,1426.9887328027921,105.61598652846759,0.7931007030735767,0.917242447101718,0.6213109282465644,0.057657488622069,0,28,7792.513561478936,2459.124929646428,95.88014060481842,0.4085839983291907,6
C10737,551.2059468627751,0.4538110505954872,468.0194109496566,326.99776896670613,10.177063941499739,98.76919725253194,0.36022427505761084,0.27766295003671987,0.006181516958481419,0.0313956413038007,0,6,5205.81054300866,378.64897018798604,36.449219444574915,0.03473249631736692,10
C10081,1110.4027120672436,0.621632373698783,400.33394456353614,371.05979365841733,3.9881403399267015,1260.0040909837005,0.2611715114883797,0.2546840760521829,0.10393306958810172,0.22408963765219733,1,12,12628.393336480352,1941.3682466949522,473.5104212391329,0.416937079707179,6
C10621,341.90510891093766,0.4248549271158043,193.4593652532138,84.54760995212412,90.3072421851358,215.27574604711205,0.18778317859458557,0.10072724749171207,0.2947676915367547,0.35740952787250463,0,5,3593.03051467748,511.5415881839989,57.46802532810951,0.2732184027488665,11
C13045,642.9219581273236,0.0875235223591339,185.22979993355693,121.07806361409638,85.13292274422386,234.25930439436124,0.7256025865412026,0.13796471585921707,0.45353510175019773,0.06723842103793669,1,2,4239.31262283819,465.7497306013766,,0.2749168984850629,9
C10763,478.2854930968043,0.6937727481063597,2919.184340666312,1957.0417080847694,1557.4558103022716,116.76609986406461,0.762186992845348,0.7623159136613684,0.8692757307337099,0.03946738851081916,0,30,5692.522134936263,590.1041425360265,79.71947849440174,0.3518371980333535,7
C10100,1039.3237962196986,0.8355655970377397,1862.012338917642,732.22364347299,1227.8556544584676,67.12581673431876,0.8448098838317383,0.8387548753873719,0.21552984858962174,0.4786543665867208,0,29,5623.513847451204,2797.4358949289917,91.0598792062232,0.4616443542604363,10
C12652,803.8567847283538,0.36766983421197164,68.84503963493057,57.66879194692885,110.30933518422523,77.92221332154752,0.284138439452394,0.08891604019577012,0.2046814533829009,0.1645624138622269,0,3,6171.686597735665,714.2994123923904,33.835289941366966,0.261571476547734,11
C11444,245.11847995965536,0.604520637727157,671.3991475108346,815.3027398838103,182.895792476869,153.3925302592238,0.1335001098196353,0.27305359334487345,0.34454954632343243,0.3095077535722107,6,12,12674.136418873542,1422.004688696804,236.48079460019903,0.33712782291624854,6
C10235,3749.949180041865,0.9356639721888677,4893.441512287531,4876.037375811913,3490.809382287305,319.1608514341478,0.9907552611358349,0.39764274510513464,0.6312074755527148,0.20203635919770496,1,79,5063.34405376959,9628.72211317964,,0.057091262901244354,11
C10297,1819.52439084508,0.6712434199684849,10879.855353587169,3776.601438555951,3227.002204121098,209.77154585350945,0.9718993411268971,0.898347221025806,0.6865789363479697,0.7536079907040065,0,61,5564.539964676553,6320.717047875815,215.62266097420306,0.2341039247820253,9
C10176,4336.357277158763,0.380719558770942,1611.109492029044,379.33684272429844,146.5167076674608,345.9520492800391,0.6431758341904573,0.4414305596353726,0.3723743411926363,0.3110735372315655,2,13,6939.215843339302,1419.8513845203047,711.7811972405414,0.2643484575977184,6
C10239,821.0867064759186,0.6976338064285376,4334.601399631945,2405.752992350624,709.0354737258301,121.25951813348082,0.970252974841298,0.8207691093609026,0.6502103692033664,0.28400401528440006,0,32,4485.1486236691635,1804.6243241358763,117.75055421672019,0.06710997843218977,12
C10583,3954.9288705771096,0.47385894669755796,516.6754919348543,671.7586229532702,159.17228472516274,1498.4742838525754,0.5613713625320009,0.1409825041955717,0.5936098102723082,0.55922301039496,5,7,13550.77787953828,1703.2316718669729,379.04447848468277,0.49004207410643386,7
C11889,405.2321305858168,0.2286192041123979,727.0514383436462,158.83115356460067,125.3212248473673,246.87574645415253,0.3403431478681866,0.037543965123913225,0.18423996928515787,0.12387812136360372,1,3,3119.943497408613,406.4528328325464,55.68030702265913,0.20734275179054365,12
C11337,1284.380509926361,0.8286153122906696,8387.634323517286,4343.41303801406,2923.0977294413533,1022.7524346916377,0.979941943252723,0.4394014394070679,0.6572261588993231,0.17899784549618886,1,74,8952.598624874341,6189.806451896837,185.04045270363528,0.10515066315830167,12
C11298,441.9450911622697,0.26266215040113944,409.4054692694626,54.37704498499947,108.70280196715103,10.930790098401388,0.4179582768615536,0.2699139810723919,0.03725630041496399,0.2738385716440693,0,4,1627.1591167774914,313.6834558488261,41.492603237440605,0.1615768607776651,7
C10609,2393.532157477117,0.9578418133737914,8926.766386783102,417.13780796962055,1090.686362539163,276.23521385748506,0.9946468928128588,0.5809424998434207,0.8527519463421949,0.22975578138607797,1,69,6619.737008768252,2989.642591148942,79.69711100340034,0.054522124652764445,7
C13442,377.17548699833674,0.1811832280064218,242.31263344196805,412.2182721918381,105.74486067410793,136.96857206235376,0.38147618448536763,0.15168047524413877,0.3732792668922842,0.3764901243336389,0,3,4264.238247048537,181.46051968491574,8.12649926561916,0.2662981551931488,12
C10151,2432.658722856044,0.8577655369338613,2936.7396029288907,1755.3286356125143,2681.0689843970586,835.2592614606767,0.9939098701643132,0.6113893839637662,0.7019928408190252,0.18021765082153718,1,73,8172.826667843732,8808.262258078612,160.60244956613806,0.1755265974436183,6
C12030,401.6727628735905,0.3174843888170646,320.2360674507192,36.045485803118396,165.50721938169409,288.26438669694664,0.24951686897600056,0.7473689282077778,0.25210434444906893,0.32921227871426817,0,4,,537.8966306140558,,0.3351452145587033,9
C12940,421.5057787878254,0.21240673208695904,380.12039133989765,52.849381955749905,95.35457650758585,145.5615131876832,0.09400646164577449,0.0798876235417717,0.14638143832375605,0.20302115369158424,2,4,5521.6268622216285,204.08388435841837,0.2614672792329884,0.10507703798438453,8
C10383,308.9579195380924,0.9066861306080456,2843.5118553718726,424.93427519272154,1177.0479859678476,79.62353060520041,0.8958636451908788,0.9034076841336937,0.6955017727351849,0.1681711930982484,1,35,5647.231551285746,4432.143183396264,69.00845624722254,0.39170336973225744,7
C12044,2004.041091338445,0.5931699781016326,1139.2293011074123,819.7950179947843,137.045005405795,363.2316698812533,0.8767967642715938,0.7057279602865277,0.10093478771621266,0.21522020867772648,4,9,11503.551846952309,1376.4816652245584,587.1361383212798,0.13228115344159397,11
C10440,1989.6721727353906,0.7881742328292938,6085.934896036206,2621.4257129956295,1390.3818465082802,485.58121917486,0.955215638847869,0.8750907390994256,0.9475438612185844,0.031211085021938215,2,81,7291.037354041371,5166.2018169954645,270.88795181875963,0.4590209765761014,11
C12349,638.6957823827987,0.4565202121613197,404.13165644178383,87.43473283924689,234.2652654417942,208.4237349829404,0.06995758582768559,0.3812430435970755,0.4201038882932631,0.01921986582214305,0,3,1538.484452792919,297.2905587376782,85.8525304821286,0.002952337100586573,7
C11563,15.151947945411678,0.1650198223428777,226.97671912225536,157.60641339256745,63.89325648356262,291.09847687366215,0.2845867266406099,0.34545111856798244,0.26015233628188744,0.41152520910835794,0,2,2151.3097961221283,517.7686467278791,8.259443707126636,0.1136302064966563,10
C10296,2314.586049082336,0.9717166890155309,3500.601374870352,7232.00594352364,4048.650725365765,415.46403992068116,0.8838259593371502,0.5904999171867137,0.3094224073917288,0.05131053580401637,1,81,9834.32264776781,2896.2991472564904,50.685318069547634,0.11613553140865153,9
C11430,444.6373400222159,0.1557529469125158,69.14176176442973,98.89459627772263,104.23100241967744,155.84340326169422,0.07618470364583754,0.14289239103961102,0.02623115873402487,0.004577385520865319,0,6,3363.480904819473,318.4933536759931,20.38138356385419,0.17964979718686852,6
C10508,410.08660087834687,0.7494309940989092,678.358189693367,781.0713930404236,54.2135096688086,2384.7937699284585,0.3995291002228728,0.5308440926650311,0.4998531466513481,0.5720607341488637,0,8,14663.315025267068,1376.38436007621,277.0016826291949,0.16252343228699592,12
C13151,668.3967390904254,0.21795148578379062,449.54362222839296,411.4360561072757,102.31743493189948,45.621069642550594,0.49588454127078113,0.05373638378238092,0.07306578196419349,0.025543036404291793,2,2,4051.4192422244146,312.5477654431295,58.38313642985139,0.4535494786897443,6
C11791,124.96550607085106,0.5208999160993004,326.33133657527225,209.0120267861172,101.78009839525171,80.37510570165293,0.2250700830852697,0.357470082152026,0.03492526966228868,0.14497309736344577,0,2,,308.8626399449899,93.57849498380392,0.4410020352436702,10
C10494,364.410155854015,0.8232588534965722,4131.599532884668,1423.2998073988363,777.3365715727518,135.28852975999004,0.9953310480074499,0.7878277553695301,0.4359766641697835,0.02083749842213536,0,29,3719.0668955811325,2367.6136806654,21.353662521292875,0.10428067760232364,9
C10767,4262.6861119477935,0.9579002452334746,7998.9231706375485,2255.5077233159636,2038.819680654769,50.49243991835971,0.9996507504709716,0.6400181508224957,0.8949513813036589,0.20706031657274968,1,67,6941.2563301128075,6310.834612991225,397.9226948086007,0.23355601300083073,10
C11478,202.58644699564502,0.4064937993752344,524.7713863995867,980.6676835454356,186.73167347010894,99.04821553106262,0.7780805411024504,0.15507527457567133,0.4342204100102802,0.27412435811444624,1,9,9447.016890491046,1445.9735622489777,557.3723075253192,0.09333805302899456,10
C10101,2315.614665608708,0.9413487632940207,8586.811574825666,4530.967065351717,3491.0705512944264,563.1216284838202,0.9936701562849375,0.844776358252471,0.9504022019277271,0.030805184472956663,1,59,8942.640296476471,9057.383870672402,,0.24714526227679265,7
C10170,349.2527671285021,0.24096687188960136,444.20405397282195,205.5708689842765,102.89914732944248,230.52565755516318,0.36442240945612153,0.22186203658568274,0.6601633938337514,0.061032529033216605,1,3,500.0,415.0490045508529,64.9094782291791,0.1269062176529994,10
C11051,5302.136269666434,0.8281838829849989,651.6387767259974,936.3633419641268,190.32523055642932,762.9300579274795,0.5521647528893774,0.7426300427646769,0.11224614299358535,0.5335145457778364,1,11,14673.192394609681,1856.562279280494,207.94667053670284,0.2225711797506238,11
C10152,1252.1312548167648,0.7822696847220907,3938.280863250603,491.68992149406677,542.503240227979,92.20055816337393,0.9678030880616485,0.7209646589979773,0.7620470458468637,0.22113802262946114,0,26,508.0709570678828,1592.7717530628395,104.08055796899139,0.24974719775471527,12
C11168,507.8471479733934,0.85138845036417,909.8932500358881,1453.7495090104453,1225.8171666197918,72.73551861824868,0.8488022038664653,0.5794669226228278,0.9162397217587889,0.02471328018695748,0,33,7101.082090756565,1189.6507805328379,35.85614061017603,0.3874401377147266,7
C11589,3314.826706478181,0.23471140827298168,1898.7168338410768,384.7077380519571,364.8491328982052,1768.566558885543,0.5116445129677132,0.6596466271808439,0.4247107305668608,0.35021375024191337,3,12,12899.249807805503,1465.4656456882822,362.81537676780255,0.0703958321482667,12
C11038,412.1937898293179,0.8274393327526477,200.5018513108157,1235.8985393462456,1189.255795699304,95.63010465604042,0.877466573550074,0.5967486885951184,0.7445230187143048,0.38272223876508354,1,29,4086.9724256295985,3108.841493531546,64.64696386258764,0.4374323689849147,11
C10855,4850.665108858906,0.8214694612781965,289.7424294595661,21.088424074525904,152.32143133165266,1693.5733345087106,0.5007693350299262,0.6645061139578416,0.09225534416377093,0.6281307086734795,2,16,9315.470568074867,1075.2713801929017,226.7297840596465,0.3327549868187684,10
C10055,1444.005601089563,0.9392083471708839,7925.857739685884,1689.9404833156284,704.9554786545214,278.552162539645,0.6321355455638574,0.8258508034475103,0.9539633032336727,0.1436070881324821,1,86,4581.1175392702435,6953.73008754937,174.60458957131527,0.3695006254124281,8
